ADDRTYPE,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,highest_severity,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SPEEDING,ST_COLCODE,ST_COLDESC,HITPARKEDCAR,SHAREDMICROMOBILITYCD,SHAREDMICROMOBILITYDESC,hour,day_of_week,month,AGE_BUCKET_baby,AGE_BUCKET_early_adult,AGE_BUCKET_elementary_school,AGE_BUCKET_full_adult,AGE_BUCKET_high_school,AGE_BUCKET_late_adult,AGE_BUCKET_middle_school,AGE_BUCKET_preschool,AGE_BUCKET_unknown,SDOT_Collision_Type,LATITUDE,LONGITUDE,INCDTTM,DIAGRAMLINK,report_url,SDOTCOLNUM,date
Block,12TH AVE BETWEEN E PINE ST AND E OLIVE ST,,,2,Injury Collision,Pedestrian,4,1,0,1,1,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Dry,Daylight,,,4.0,Vehicle hits Pedestrian - All Other Actions,N,U,Unknown,11,Friday,February,,,,,,,,,,Other,-122.316864,47.61585,2025-02-21T11:06:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33145900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3838031.pdf,,2025-02-21 11:06:00-08:00
Intersection,39TH AVE S AND S OTHELLO ST,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,N,Overcast,Wet,Daylight,,,1.0,Vehicle turning right hits pedestrian,N,U,Unknown,11,Wednesday,February,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pedestrians,-122.283394,47.537045,2025-02-19T11:29:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\56241771.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930958.pdf,,2025-02-19 11:29:00-08:00
Intersection,4TH AVE S AND COSTCO DR,,,2,Injury Collision,Left Turn,3,0,0,2,1,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Dry,Dark - Street Lights On,,,28.0,From opposite direction - one left turn - one straight,N,U,Unknown,18,Wednesday,February,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Other,-122.32938,47.564632,2025-02-26T18:39:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\18115500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3931676.pdf,,2025-02-26 18:39:00-08:00
Intersection,SW AVALON WAY AND SW SPOKANE SR ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Dry,Daylight,,,13.0,From same direction - both going straight - both moving - rear-end,N,U,Unknown,8,Wednesday,January,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.37063,47.57137,2025-01-29T08:48:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22142200.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF61139.pdf,,2025-01-29 08:48:00-08:00
Intersection,THORNDYKE AVE W AND W BLAINE ST,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,At Intersection (intersection related),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,N,Overcast,Wet,Dark - Street Lights On,,Y,50.0,Fixed object,N,U,Unknown,2,Saturday,February,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.390686,47.63505,2025-02-08T02:21:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\32260000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3924369.pdf,,2025-02-08 02:21:00-08:00
Block,AURORA AVE N BETWEEN N PHINNEY WAY AND N 46 UPPER ST,,,2b,Serious Injury Collision,Pedestrian,2,1,0,1,1,1,0,Mid-Block (not related to intersection),24,MOTOR VEHCILE STRUCK PEDESTRIAN,N,Overcast,Wet,Dark - Street Lights On,,,0.0,Vehicle going straight hits pedestrian,N,U,Unknown,2,Sunday,February,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Pedestrians,-122.347336,47.661446,2025-02-23T02:14:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11243171.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF72646.pdf,,2025-02-23 02:14:00-08:00
Intersection,RAINIER AVE S AND S COLLEGE N ST,,,2b,Serious Injury Collision,Pedestrian,2,1,0,1,1,1,0,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,N,Overcast,Wet,Dark - Street Lights Off,,,0.0,Vehicle going straight hits pedestrian,N,U,Unknown,23,Friday,February,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pedestrians,-122.30181,47.583145,2025-02-21T23:19:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44246470.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF68058.pdf,,2025-02-21 23:19:00-08:00
Block,15TH AVE NE BETWEEN XW NE130 PL AND NE 135TH ST,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,N,Overcast,Wet,Daylight,,,50.0,Fixed object,N,U,Unknown,11,Tuesday,February,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.31265,47.72598,2025-02-25T11:11:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\56280000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3925742.pdf,,2025-02-25 11:11:00-08:00
Intersection,15TH AVE NE AND NE 120TH ST,,,1,Property Damage Only Collision,Left Turn,4,0,0,3,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Dry,Dark - Street Lights On,,Y,15.0,From same direction - one left turn - one straight,N,U,Unknown,23,Saturday,March,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Other,-122.31255,47.71579,2025-03-01T23:38:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55115400.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF70849.pdf,,2025-03-01 23:38:00-08:00
Block,N 80TH ST BETWEEN STONE AVE N AND GREEN LAKE DR N,,,1,Property Damage Only Collision,Right Turn,5,0,0,4,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Wet,Dark - Street Lights On,,,16.0,From same direction - one right turn - one straight,N,U,Unknown,21,Monday,February,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.34113,47.68693,2025-02-17T21:45:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33143300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930095.pdf,,2025-02-17 21:45:00-08:00
Intersection,10TH AVE E AND E BOSTON ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Dry,Daylight,,,10.0,Entering at angle,N,U,Unknown,7,Thursday,March,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.32007,47.638405,2025-03-06T07:57:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55117700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3929919.pdf,,2025-03-06 07:57:00-08:00
Intersection,LINDEN AVE N AND N 77TH ST,,,2,Injury Collision,Angles,3,0,0,2,2,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Wet,Dark - Street Lights On,,,10.0,Entering at angle,N,U,Unknown,21,Thursday,January,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Other,-122.34721,47.684765,2025-01-02T21:19:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77115500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF53911.pdf,,2025-01-02 21:19:00-08:00
Intersection,4TH AVE S AND S MAIN ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Wet,Dark - Street Lights On,,,10.0,Entering at angle,N,U,Unknown,0,Sunday,March,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Other,-122.328964,47.600037,2025-03-23T00:19:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55113200.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3929948.pdf,,2025-03-23 00:19:00-07:00
Intersection,MERIDIAN AVE N AND N 107TH ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Dry,Daylight,,,10.0,Entering at angle,N,U,Unknown,7,Tuesday,March,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.33396,47.70685,2025-03-11T07:46:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33111100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF73375.pdf,,2025-03-11 07:46:00-07:00
Block,SW HOLDEN ST BETWEEN 39TH AVE SW AND 41ST AVE SW,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Dry,Dark - Street Lights On,,,32.0,One parked--one moving,N,U,Unknown,23,Thursday,January,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Other,-122.383316,47.53359,2025-01-23T23:04:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77149800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3916220.pdf,,2025-01-23 23:04:00-08:00
Block,12TH AVE NE BETWEEN NE 68TH ST AND NE 69TH ST,,,1,Property Damage Only Collision,Pedestrian,2,1,0,1,0,0,0,Mid-Block (not related to intersection),24,MOTOR VEHCILE STRUCK PEDESTRIAN,N,Overcast,Dry,Daylight,,,0.0,Vehicle going straight hits pedestrian,N,U,Unknown,13,Saturday,March,,,,,,,,,,Pedestrians,-122.3157,47.67839,2025-03-08T13:26:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11243171.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF76171.pdf,,2025-03-08 13:26:00-08:00
Intersection,FREMONT AVE N AND N 34TH ST,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,At Intersection (intersection related),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,N,Overcast,Wet,Dark - Street Lights On,,,50.0,Fixed object,N,,,22,Thursday,March,,,,,,,,,,Other,-122.34975,47.64959,2025-03-13T22:07:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\12280000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930303.pdf,,2025-03-13 22:07:00-07:00
Block,4TH AVE S BETWEEN S ROYAL BROUGHAM WAY AND 4TH AVE NB OFF RP,,,2,Injury Collision,Other,2,0,0,2,1,0,0,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Wet,Dark - Street Lights On,,,23.0,From same direction - all others,N,U,Unknown,9,Wednesday,March,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.32905,47.59193,2025-03-19T09:57:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\10111900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3929931.pdf,,2025-03-19 09:57:00-07:00
Block,E DENNY WAY BETWEEN 14TH AVE AND 15TH AVE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Dry,Dark - Street Lights On,,,32.0,One parked--one moving,N,U,Unknown,18,Wednesday,February,,,,,,,,,,Other,-122.31352,47.618652,2025-02-12T18:39:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\34119300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3929899.pdf,,2025-02-12 18:39:00-08:00
Intersection,35TH AVE SW AND SW MORGAN ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Wet,Daylight,,,10.0,Entering at angle,N,U,Unknown,11,Saturday,February,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.37644,47.54468,2025-02-01T11:30:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\34115500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3903112.pdf,,2025-02-01 11:30:00-08:00
Block,BEACON WR AVE S BETWEEN S MYRTLE ST AND S OTHELLO ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Wet,Daylight,,,14.0,From same direction - both going straight - one stopped - rear-end,N,U,Unknown,8,Wednesday,January,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Other,-122.29482,47.537865,2025-01-29T08:37:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44144900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF61141.pdf,,2025-01-29 08:37:00-08:00
Intersection,BOYLSTON AVE E AND E OLIVE E WAY,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,N,Overcast,Dry,Dark - Unknown Lighting,Y,,1.0,Vehicle turning right hits pedestrian,N,U,Unknown,6,Wednesday,January,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Pedestrians,-122.323074,47.61987,2025-01-15T06:55:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\56245771.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF56418.pdf,,2025-01-15 06:55:00-08:00
Block,S SNOQUALMIE ST BETWEEN 16TH AVE S AND S COLUMBIAN WAY,,,2,Injury Collision,Other,2,0,0,2,1,0,0,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,N,Overcast,Wet,Dark - Street Lights On,,,50.0,Fixed object,N,U,Unknown,6,Thursday,January,,,,,,,,,,Other,-122.311646,47.561672,2025-01-02T06:39:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\34280000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3925931.pdf,,2025-01-02 06:39:00-08:00
Block,AIRPORT SB WAY S BETWEEN S ROYAL BROUGHAM WAY AND AIRPORT WAY SB OFF RP,,,2,Injury Collision,Other,1,0,0,1,1,0,0,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,N,Overcast,Dry,Daylight,,,50.0,Fixed object,N,U,Unknown,12,Tuesday,January,,,,,,,,,,Other,-122.32329,47.59151,2025-01-14T12:11:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\20280000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF55966.pdf,,2025-01-14 12:11:00-08:00
Block,WOODLAND PARK AVE N BETWEEN BRIDGE S WAY N AND N 39TH ST,,,1,Property Damage Only Collision,Parked Car,5,0,0,4,0,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Wet,Daylight,,,20.0,One car leaving parked position,N,U,Unknown,9,Sunday,January,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Other,-122.34469,47.653767,2025-01-05T09:57:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\54115500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF53412.pdf,,2025-01-05 09:57:00-08:00
Intersection,25TH AVE S AND S MCCLELLAN ST,,,2,Injury Collision,Angles,2,0,0,2,1,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Dry,Daylight,,,10.0,Entering at angle,N,U,Unknown,11,Friday,January,,,,,,,,,,Other,-122.300285,47.57835,2025-01-03T11:50:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11117700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3925641.pdf,,2025-01-03 11:50:00-08:00
Intersection,MERCER ST AND TAYLOR AVE N,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",N,Overcast,Dry,Daylight,,,6.0,Pedalcyclist Strikes Moving Vehicle,N,U,Unknown,8,Sunday,February,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bicycles,-122.34627,47.624462,2025-02-16T08:47:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\78183300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3924343.pdf,,2025-02-16 08:47:00-08:00
Intersection,6TH AVE NW AND HOLMAN RD NW,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Dry,Daylight,,,10.0,Entering at angle,N,U,Unknown,16,Thursday,March,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.363396,47.701054,2025-03-13T16:00:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66115500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930287.pdf,,2025-03-13 16:00:00-07:00
Block,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Dry,Dark - Street Lights On,,,32.0,One parked--one moving,Y,U,Unknown,4,Tuesday,March,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.33121,47.617226,2025-03-04T04:58:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\45149400.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF72094.pdf,,2025-03-04 04:58:00-08:00
Block,14TH AVE S BETWEEN S MCCLELLAN ST AND S FOREST ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Wet,Dusk,,,32.0,One parked--one moving,N,U,Unknown,19,Friday,March,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.31466,47.578197,2025-03-21T19:08:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\56119500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3931678.pdf,,2025-03-21 19:08:00-07:00
Block,13TH AVE BETWEEN E PIKE ST AND E PINE ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Dry,Daylight,,,32.0,One parked--one moving,N,U,Unknown,13,Thursday,March,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Other,-122.31554,47.614693,2025-03-20T13:58:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\30115900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3929932.pdf,,2025-03-20 13:58:00-07:00
Block,S DEARBORN ST BETWEEN DEARBORN ST OFF RP AND 13TH AVE S,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Wet,Daylight,,,14.0,From same direction - both going straight - one stopped - rear-end,N,U,Unknown,11,Thursday,March,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.31757,47.59582,2025-03-20T11:30:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77147900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF77124.pdf,,2025-03-20 11:30:00-07:00
Intersection,20TH AVE S AND S DEARBORN ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Wet,Daylight,,Y,10.0,Entering at angle,N,U,Unknown,9,Saturday,March,,,,,,,,,,Other,-122.30618,47.595894,2025-03-08T09:56:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11143300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3838034.pdf,,2025-03-08 09:56:00-08:00
Intersection,BEACON ER AVE S AND S GRAHAM ST,,,2,Injury Collision,Rear Ended,4,0,0,2,1,0,0,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Dry,Daylight,,,14.0,From same direction - both going straight - one stopped - rear-end,N,U,Unknown,12,Saturday,February,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Other,-122.30033,47.54637,2025-02-08T12:57:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77147900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930947.pdf,,2025-02-08 12:57:00-08:00
Intersection,7TH AVE AND PIKE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",N,Overcast,Dry,Dark - Street Lights On,,,5.0,Vehicle Strikes Pedalcyclist,N,U,Unknown,3,Friday,March,,,,,,,,,,Bicycles,-122.33335,47.611607,2025-03-21T03:37:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44186600.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF77323.pdf,,2025-03-21 03:37:00-07:00
Block,OLSON PL SW BETWEEN SW CAMBRIDGE PL AND SW ROXBURY ST,,,2,Injury Collision,Other,1,0,0,1,1,0,0,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,N,Overcast,Wet,Dark - Street Lights On,,,50.0,Fixed object,N,U,Unknown,21,Friday,February,,,,,,,,,,Other,-122.33979,47.517906,2025-02-14T21:34:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\23280000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3908199.pdf,,2025-02-14 21:34:00-08:00
Block,M L KING JR ER WAY S BETWEEN S OTHELLO ST AND RENTON S AVE S,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Dry,Daylight,,,14.0,From same direction - both going straight - one stopped - rear-end,N,U,Unknown,11,Wednesday,March,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Other,-122.2808,47.53624,2025-03-12T11:57:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\88148900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF73390.pdf,,2025-03-12 11:57:00-07:00
Block,23RD AVE BETWEEN E SPRUCE ST AND E ALDER ST,,,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,Mid-Block (but intersection related),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,N,Overcast,Wet,Daylight,,,50.0,Fixed object,N,U,Unknown,7,Saturday,February,,,,,,,,,,Other,-122.30243,47.603916,2025-02-15T07:44:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\18280000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3838030.pdf,,2025-02-15 07:44:00-08:00
