ADDRTYPE,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,highest_severity,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SPEEDING,ST_COLCODE,ST_COLDESC,HITPARKEDCAR,SHAREDMICROMOBILITYCD,SHAREDMICROMOBILITYDESC,hour,day_of_week,month,AGE_BUCKET_baby,AGE_BUCKET_early_adult,AGE_BUCKET_elementary_school,AGE_BUCKET_full_adult,AGE_BUCKET_high_school,AGE_BUCKET_late_adult,AGE_BUCKET_middle_school,AGE_BUCKET_preschool,AGE_BUCKET_unknown,SDOT_Collision_Type,LATITUDE,LONGITUDE,INCDTTM,DIAGRAMLINK,report_url,SDOTCOLNUM,date
Block,15TH AVE NE BETWEEN NE 130TH ST AND NE BROCKMAN S PL,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",N,Clear,Dry,Daylight,,,11.0,From same direction - both going straight - both moving - sideswipe,N,U,Unknown,17,Thursday,February,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Other,-122.31266,47.723515,2025-02-06T17:52:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55165500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3925741.pdf,,2025-02-06 17:52:00-08:00
Intersection,BROADWAY AND E PIKE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,At Intersection (intersection related),93,"MOTOR VEHICLE STRUCK MOTORIZED SCOOTER, FRONT END AT ANGLE",N,Clear,Dry,Dark - Street Lights On,Y,,5.0,Vehicle Strikes Pedalcyclist,N,U,Unknown,23,Saturday,January,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scooters,-122.32078,47.614075,2025-01-18T23:51:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\12931100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930718.pdf,,2025-01-18 23:51:00-08:00
Intersection,8TH AVE AND JAMES ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Clear,Dry,Dark - Street Lights On,,,14.0,From same direction - both going straight - one stopped - rear-end,N,U,Unknown,19,Thursday,January,,,,,,,,,,Other,-122.32586,47.60509,2025-01-02T19:55:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66146900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3929877.pdf,,2025-01-02 19:55:00-08:00
Block,S COLUMBIAN WAY BETWEEN 14TH AVE S AND S SPOKANE ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Clear,Dry,Daylight,,,11.0,From same direction - both going straight - both moving - sideswipe,N,U,Unknown,13,Tuesday,January,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Other,-122.31465,47.571888,2025-01-21T13:31:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\87118800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF58355.pdf,,2025-01-21 13:31:00-08:00
Block,SW THISTLE ST BETWEEN 30TH AVE SW AND 31ST AVE SW,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,N,Clear,Ice,Daylight,,Y,50.0,Fixed object,N,U,Unknown,9,Sunday,January,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.37192,47.528282,2025-01-19T09:30:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\00280000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930016.pdf,,2025-01-19 09:30:00-08:00
Block,AURORA AVE N BETWEEN GARFIELD ST AND HOWE ST,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,N,Clear,Dry,Dark - Street Lights On,,,50.0,Fixed object,N,U,Unknown,22,Sunday,January,,,,,,,,,,Other,-122.343475,47.634735,2025-01-19T22:33:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\56280000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3924335.pdf,,2025-01-19 22:33:00-08:00
Block,S ORCAS ST BETWEEN M L KING JR WR WAY S AND M L KING JR ER WAY S,,,2b,Serious Injury Collision,Other,2,1,0,1,1,1,0,Mid-Block (not related to intersection),24,MOTOR VEHCILE STRUCK PEDESTRIAN,N,Clear,Dry,Dusk,,,42.0,Railway Vehicle Strikes Pedestrian,N,U,Unknown,18,Thursday,February,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Pedestrians,-122.28801,47.551235,2025-02-06T18:28:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55240086.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930954.pdf,,2025-02-06 18:28:00-08:00
Block,S HORTON ST BETWEEN OCCIDENTAL AVE S AND 2ND AVE S,,,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,Mid-Block (not related to intersection),25,MOTOR VEHICLE STRUCK TRAIN,N,Clear,Dry,Dark - Street Lights On,,,40.0,Railway Vehicle Strikes Vehicle,N,U,Unknown,3,Sunday,February,,,,,,,,,,Other,-122.33236,47.574387,2025-02-02T03:38:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77251100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3925939.pdf,,2025-02-02 03:38:00-08:00
Intersection,37TH AVE NE AND NE 70TH ST,,,2b,Serious Injury Collision,Parked Car,2,0,0,2,1,1,0,At Intersection (intersection related),29,MOTOR VEHICLE OVERTURNED IN ROAD,N,Clear,Dry,Daylight,,,32.0,One parked--one moving,N,U,Unknown,17,Tuesday,April,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Other,-122.28823,47.679417,2025-04-22T17:40:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77290000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF90379.pdf,,2025-04-22 17:40:00-07:00
Block,MONTLAKE BLVD NE BETWEEN NE PACIFIC PL AND 25TH AVE NE,,,2b,Serious Injury Collision,Angles,2,0,0,2,1,1,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Clear,Dry,Daylight,,,10.0,Entering at angle,N,U,Unknown,14,Tuesday,May,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Other,-122.30233,47.654995,2025-05-06T14:12:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22116600.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF90378.pdf,,2025-05-06 14:12:00-07:00
Intersection,7TH AVE NW AND HOLMAN RD NW,,,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Clear,Dry,Daylight,,,11.0,From same direction - both going straight - both moving - sideswipe,N,U,Unknown,10,Monday,March,,,,,,,,,,Other,-122.364716,47.700382,2025-03-10T10:24:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\67146600.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3928078.pdf,,2025-03-10 10:24:00-07:00
Intersection,35TH AVE S AND S WEBSTER E ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",N,Clear,Dry,Daylight,Y,,5.0,Vehicle Strikes Pedalcyclist,N,U,Unknown,14,Wednesday,February,,,,,,,,,,Bicycles,-122.28815,47.535217,2025-02-26T14:45:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\76183300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3926268.pdf,,2025-02-26 14:45:00-08:00
Intersection,SUMMIT AVE E AND E HARRISON ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,At Intersection (intersection related),93,"MOTOR VEHICLE STRUCK MOTORIZED SCOOTER, FRONT END AT ANGLE",N,Clear,Dry,Dawn,Y,,5.0,Vehicle Strikes Pedalcyclist,N,N,"No, Shared Micro Mobility was not involved",7,Friday,April,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scooters,-122.32531,47.621986,2025-04-04T07:50:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77931100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF94566.pdf,,2025-04-04 07:50:00-07:00
Block,1ST AV S BR NB BETWEEN POINT A AND SR509 NB,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Clear,Dry,Dawn,,,12.0,From same direction - both going straight - one stopped - sideswipe,N,U,Unknown,7,Tuesday,January,,,,,,,,,,Other,-122.334694,47.539894,2025-01-14T07:36:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11141900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF56059.pdf,,2025-01-14 07:36:00-08:00
Block,22ND AVE NE BETWEEN 22ND WR AVE NE AND NE 54TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Clear,Dry,Dark - Street Lights On,,,32.0,One parked--one moving,Y,U,Unknown,4,Saturday,June,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.30417,47.667828,2025-06-28T04:14:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66119300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EG05483.pdf,,2025-06-28 04:14:00-07:00
Block,QUEEN ANNE AVE N BETWEEN SMITH ST AND RAYE ST,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,N,Clear,Dry,Daylight,,,50.0,Fixed object,N,U,Unknown,14,Sunday,January,,,,,,,,,,Other,-122.356895,47.642338,2025-01-19T14:46:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\53280000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3933364.pdf,,2025-01-19 14:46:00-08:00
Block,34TH AVE SW BETWEEN SW GRAHAM ST AND SW MORGAN ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Clear,Dry,Daylight,,,32.0,One parked--one moving,N,U,Unknown,11,Wednesday,February,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Other,-122.37507,47.545635,2025-02-12T11:24:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\10119100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3908197.pdf,,2025-02-12 11:24:00-08:00
Block,12TH AVE S BETWEEN S CHARLES S ST AND S JUDKINS ST,,,2,Injury Collision,Other,1,0,0,1,1,0,0,Mid-Block (not related to intersection),27,MOTOR VEHICLE RAN OFF ROAD - NO COLLISION,N,Clear,Dry,Dark - Street Lights On,,,50.0,Fixed object,N,U,Unknown,20,Friday,February,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.31728,47.592686,2025-02-28T20:56:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11270000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930279.pdf,,2025-02-28 20:56:00-08:00
Block,BROADWAY BETWEEN XW E OLIVE ST AND E HOWELL ST,,,1,Property Damage Only Collision,Other,2,0,0,1,0,0,0,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,N,Clear,Dry,Dark - Street Lights On,,,50.0,Fixed object,N,U,Unknown,1,Wednesday,January,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.32082,47.616985,2025-01-01T01:50:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\12260000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3929847.pdf,,2025-01-01 01:50:00-08:00
Block,10TH AVE S BETWEEN S JACKSON ST AND S KING ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Clear,Dry,Daylight,,,19.0,One car entering parked position,N,U,Unknown,11,Wednesday,January,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Other,-122.31964,47.598766,2025-01-08T11:51:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\80111900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF54884.pdf,,2025-01-08 11:51:00-08:00
Block,AURORA AVE N BETWEEN N NORTHGATE WAY AND N 107TH S ST,,,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Clear,Dry,Dark - Street Lights On,,,12.0,From same direction - both going straight - one stopped - sideswipe,N,U,Unknown,17,Sunday,January,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.3447,47.705795,2025-01-19T17:57:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\56115900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930081.pdf,,2025-01-19 17:57:00-08:00
Block,JEFFERSON ST BETWEEN BOREN AVE AND BROADWAY,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Clear,Dry,Daylight,,,32.0,One parked--one moving,N,U,Unknown,9,Tuesday,January,,,,,,,,,,Other,-122.32131,47.60599,2025-01-14T09:03:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\80119200.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3929886.pdf,,2025-01-14 09:03:00-08:00
Block,S JACKSON ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,,,1,Property Damage Only Collision,Pedestrian,2,1,0,1,0,0,0,Mid-Block (not related to intersection),24,MOTOR VEHCILE STRUCK PEDESTRIAN,N,Clear,Dry,Daylight,,,0.0,Vehicle going straight hits pedestrian,N,U,Unknown,15,Thursday,January,,,,,,,,,,Pedestrians,-122.333534,47.599205,2025-01-23T15:05:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77245974.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF60306.pdf,,2025-01-23 15:05:00-08:00
Intersection,15TH AVE NE AND NE CAMPUS EB PY,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Clear,Dry,Dark - Street Lights On,,,10.0,Entering at angle,N,U,Unknown,16,Friday,January,,,,,,,,,,Other,-122.31213,47.655975,2025-01-17T16:45:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\35111100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF60976.pdf,,2025-01-17 16:45:00-08:00
Intersection,JOHN ST AND WESTLAKE AVE N,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",N,Clear,Dry,Dark - Street Lights On,Y,,0.0,Vehicle going straight hits pedestrian,N,U,Unknown,6,Monday,January,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Bicycles,-122.33848,47.619705,2025-01-13T06:58:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33181100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF55708.pdf,,2025-01-13 06:58:00-08:00
Intersection,BURKE GILMAN TRL AND PEND OREILLE RD NE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",N,Clear,Dry,Daylight,,,5.0,Vehicle Strikes Pedalcyclist,N,U,Unknown,17,Thursday,March,,,,,,,,,,Bicycles,-122.301834,47.66015,2025-03-13T17:45:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66188800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3841031.pdf,,2025-03-13 17:45:00-07:00
Block,47TH AVE SW BETWEEN SW OREGON ST AND SW ALASKA ST,,,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Clear,Dry,Dark - Street Lights On,,,32.0,One parked--one moving,Y,U,Unknown,18,Monday,January,,,,,,,,,,Other,-122.39217,47.562057,2025-01-06T18:00:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\56119100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930012.pdf,,2025-01-06 18:00:00-08:00
Block,BEACON AVE S BETWEEN S LEO E ST AND S AVON W ST,,,1,Property Damage Only Collision,Other,2,0,0,1,0,0,0,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,N,Clear,Dry,Daylight,,,50.0,Fixed object,N,U,Unknown,14,Thursday,January,,,,,,,,,,Other,-122.26965,47.501987,2025-01-09T14:30:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55280000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF56049.pdf,,2025-01-09 14:30:00-08:00
Intersection,4TH AVE AND JEFFERSON ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Clear,Dry,Daylight,,,32.0,One parked--one moving,Y,U,Unknown,12,Friday,March,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.32964,47.60252,2025-03-14T12:59:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\23149200.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF94016.pdf,,2025-03-14 12:59:00-07:00
Block,4TH AVE S BETWEEN COSTCO DR AND 4TH AV S VI,,,1,Property Damage Only Collision,Head On,3,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Clear,Dry,Daylight,,,30.0,From opposite direction - all others,N,U,Unknown,13,Sunday,January,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Other,-122.32937,47.563805,2025-01-19T13:06:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55141500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3881200.pdf,,2025-01-19 13:06:00-08:00
Block,SPRING ST BETWEEN 7TH AVE AND 8TH AVE,,,2,Injury Collision,Parked Car,2,0,0,2,1,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Clear,Dry,Dark - Street Lights On,,,32.0,One parked--one moving,N,U,Unknown,19,Saturday,March,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Other,-122.32967,47.608425,2025-03-01T19:34:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\20112900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3929916.pdf,,2025-03-01 19:34:00-08:00
Intersection,12TH AVE AND E CHERRY ST,,,1,Property Damage Only Collision,Rear Ended,4,0,0,2,0,0,0,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Clear,Dry,Dark - Street Lights On,,,13.0,From same direction - both going straight - both moving - rear-end,N,U,Unknown,21,Thursday,January,,,,,,,,,,Other,-122.31678,47.60806,2025-01-09T21:43:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11141900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF56415.pdf,,2025-01-09 21:43:00-08:00
Intersection,1ST AVE S AND S DAWSON ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Clear,Dry,Dark - Street Lights On,,,28.0,From opposite direction - one left turn - one straight,N,U,Unknown,17,Tuesday,January,,,,,,,,,,Other,-122.33421,47.555664,2025-01-07T17:15:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33117600.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF56048.pdf,,2025-01-07 17:15:00-08:00
Intersection,MERIDIAN AVE N AND N 145TH ST,,,2b,Serious Injury Collision,Pedestrian,2,1,0,1,1,1,0,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,N,Clear,Dry,Dark - Street Lights On,Y,,2.0,Vehicle turning left hits pedestrian,N,U,Unknown,0,Tuesday,April,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Pedestrians,-122.334274,47.73414,2025-04-15T00:00:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\17241771.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF92523.pdf,,2025-04-15 00:00:00-07:00
Block,HARRISON ST BETWEEN 8TH AVE N AND 9TH AVE N,,,2b,Serious Injury Collision,Parked Car,3,0,0,2,2,1,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Clear,Wet,Dark - Street Lights On,,Y,32.0,One parked--one moving,Y,U,Unknown,23,Thursday,May,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.340416,47.622047,2025-05-15T23:51:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33149300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF93474.pdf,,2025-05-15 23:51:00-07:00
Block,RAINIER AVE S BETWEEN S WILLOW ST AND S FRONTENAC ST,,,2b,Serious Injury Collision,Pedestrian,2,1,0,1,1,1,0,Mid-Block (not related to intersection),24,MOTOR VEHCILE STRUCK PEDESTRIAN,N,Clear,Dry,Daylight,,,0.0,Vehicle going straight hits pedestrian,N,U,Unknown,16,Saturday,March,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Pedestrians,-122.27125,47.54025,2025-03-01T16:51:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\81240986.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3931630.pdf,,2025-03-01 16:51:00-08:00
Block,9TH AVE BETWEEN DEAD END AND HUBBELL PL,,,1,Property Damage Only Collision,Parked Car,4,0,0,4,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Clear,Dry,Dark - Street Lights On,,,32.0,One parked--one moving,Y,U,Unknown,19,Friday,February,,,,,,,,,,Other,-122.33,47.611294,2025-02-28T19:42:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\45149400.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3929914.pdf,,2025-02-28 19:42:00-08:00
Block,6TH AVE BETWEEN PINE ST AND OLIVE WAY,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,Mid-Block (not related to intersection),24,MOTOR VEHCILE STRUCK PEDESTRIAN,N,Clear,Dry,Daylight,,,2.0,Vehicle turning left hits pedestrian,N,U,Unknown,16,Wednesday,January,,,,,,,,,,Pedestrians,-122.33583,47.612633,2025-01-22T16:00:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\00240000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF62124.pdf,,2025-01-22 16:00:00-08:00
