ADDRTYPE,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,highest_severity,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SPEEDING,ST_COLCODE,ST_COLDESC,HITPARKEDCAR,SHAREDMICROMOBILITYCD,SHAREDMICROMOBILITYDESC,hour,day_of_week,month,AGE_BUCKET_baby,AGE_BUCKET_early_adult,AGE_BUCKET_elementary_school,AGE_BUCKET_full_adult,AGE_BUCKET_high_school,AGE_BUCKET_late_adult,AGE_BUCKET_middle_school,AGE_BUCKET_preschool,AGE_BUCKET_unknown,SDOT_Collision_Type,LATITUDE,LONGITUDE,INCDTTM,DIAGRAMLINK,report_url,SDOTCOLNUM,date
Intersection,42ND AVE SW AND SW EDMUNDS ST,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,N,Raining,Wet,Dark - Street Lights On,Y,,0.0,Vehicle going straight hits pedestrian,N,U,Unknown,19,Friday,February,,,,,,,,,,Pedestrians,-122.385506,47.55932,2025-02-21T19:52:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77245771.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF67855.pdf,,2025-02-21 19:52:00-08:00
Block,EAST MARGINAL WAY S BETWEEN S ALASKA ST AND XW ALASKA,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,N,Raining,Wet,Dark - Street Lights On,,,50.0,Fixed object,N,U,Unknown,18,Saturday,February,,,,,,,,,,Other,-122.33944,47.559937,2025-02-22T18:00:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\18260000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF68557.pdf,,2025-02-22 18:00:00-08:00
Intersection,1ST AVE S AND OLSON PL SW,,,1,Property Damage Only Collision,Left Turn,3,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Dark - Street Lights On,,,28.0,From opposite direction - one left turn - one straight,N,U,Unknown,18,Saturday,February,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,Other,-122.33484,47.522324,2025-02-08T18:59:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22115500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3926302.pdf,,2025-02-08 18:59:00-08:00
Intersection,DEXTER AVE N AND WHEELER ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Daylight,,,10.0,Entering at angle,N,U,Unknown,16,Thursday,March,,,,,,,,,,Other,-122.34459,47.640907,2025-03-20T16:18:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77111100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF77939.pdf,,2025-03-20 16:18:00-07:00
Block,RAINIER AVE S BETWEEN S KENNY ST AND S GRAHAM ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dark - Street Lights Off,,,14.0,From same direction - both going straight - one stopped - rear-end,N,U,Unknown,22,Sunday,March,,,,,,,,,,Other,-122.27674,47.547432,2025-03-23T22:33:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44144900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3931636.pdf,,2025-03-23 22:33:00-07:00
Block,3RD AVE W BETWEEN W NEWELL ST AND W ARMOUR ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dark - Street Lights On,,,32.0,One parked--one moving,N,U,Unknown,1,Sunday,February,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.3609,47.644527,2025-02-09T01:44:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55149500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF64093.pdf,,2025-02-09 01:44:00-08:00
Block,WEST MARGINAL NB WAY S BETWEEN S HOLDEN ST AND CLOVERDALE ST ON RP,,,2,Injury Collision,Sideswipe,8,0,0,4,2,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Daylight,,,11.0,From same direction - both going straight - both moving - sideswipe,N,U,Unknown,14,Saturday,February,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.32895,47.531174,2025-02-22T14:03:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\81118800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF68006.pdf,,2025-02-22 14:03:00-08:00
Block,S OTHELLO ST BETWEEN RAINIER AVE S AND SEWARD PARK AVE S,,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Daylight,,,14.0,From same direction - both going straight - one stopped - rear-end,N,U,Unknown,15,Friday,February,,,,,,,,,,Other,-122.268776,47.53698,2025-02-21T15:28:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77147900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF67949.pdf,,2025-02-21 15:28:00-08:00
Block,RAINIER AVE S BETWEEN S COLLEGE S ST AND 25TH AVE S,,,2b,Serious Injury Collision,Pedestrian,2,1,0,1,1,1,0,Mid-Block (not related to intersection),24,MOTOR VEHCILE STRUCK PEDESTRIAN,N,Raining,Wet,Dark - Street Lights On,,,0.0,Vehicle going straight hits pedestrian,N,U,Unknown,4,Tuesday,February,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Pedestrians,-122.30094,47.582005,2025-02-18T04:45:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55241980.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3919354.pdf,,2025-02-18 04:45:00-08:00
Intersection,BEACON AVE S AND S SPOKANE ST,,,2,Injury Collision,Left Turn,6,0,0,2,5,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Daylight,,,28.0,From opposite direction - one left turn - one straight,N,U,Unknown,15,Saturday,February,,,,,,,,,,Other,-122.30825,47.571922,2025-02-22T15:29:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\76113300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF68556.pdf,,2025-02-22 15:29:00-08:00
Block,RAINIER AVE S BETWEEN S JUNEAU ST AND S KENNY ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dark - Street Lights On,,,32.0,One parked--one moving,N,U,Unknown,5,Wednesday,January,,,,,,,,,,Other,-122.27707,47.549328,2025-01-01T05:22:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55149500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3926009.pdf,,2025-01-01 05:22:00-08:00
Block,15TH AVE NE BETWEEN NE 103RD ST AND NE 104TH ST,,,2,Injury Collision,Rear Ended,3,0,0,2,2,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dusk,,,14.0,From same direction - both going straight - one stopped - rear-end,N,U,Unknown,18,Saturday,March,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Other,-122.31236,47.70352,2025-03-15T18:15:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11141900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF76169.pdf,,2025-03-15 18:15:00-07:00
Intersection,2ND AVE AND CHERRY ST,,,2,Injury Collision,Angles,2,0,0,2,1,0,0,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dark - Street Lights On,,,10.0,Entering at angle,N,U,Unknown,2,Sunday,January,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Other,-122.333176,47.60302,2025-01-05T02:37:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22144400.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3924363.pdf,,2025-01-05 02:37:00-08:00
Block,11TH AVE NE BETWEEN NE 50TH ST AND NE 52ND ST,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,N,Raining,Wet,Dark - Street Lights On,,,50.0,Fixed object,N,U,Unknown,1,Monday,March,,,,,,,,,,Other,-122.31632,47.665684,2025-03-10T01:55:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\12280000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF72652.pdf,,2025-03-10 01:55:00-07:00
Intersection,7TH AVE AND BLANCHARD ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",N,Raining,Wet,Daylight,,,6.0,Pedalcyclist Strikes Moving Vehicle,N,U,Unknown,7,Monday,February,,,,,,,,,,Bicycles,-122.34006,47.616596,2025-02-17T07:45:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\35183300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3924426.pdf,,2025-02-17 07:45:00-08:00
Block,35TH AVE NE BETWEEN NE 45TH PL AND NE 50TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dark - Street Lights On,,Y,32.0,One parked--one moving,N,U,Unknown,8,Saturday,January,,,,,,,,,,Other,-122.29015,47.663754,2025-01-04T08:37:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22149100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3928393.pdf,,2025-01-04 08:37:00-08:00
Intersection,7TH AVE AND JAMES ST,,,2,Injury Collision,Angles,4,0,0,2,1,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Daylight,,,10.0,Entering at angle,N,U,Unknown,16,Friday,February,,,,,,,,,,Other,-122.32697,47.604626,2025-02-21T16:22:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22118800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3924430.pdf,,2025-02-21 16:22:00-08:00
Block,4TH AVE S BETWEEN S WALKER ST AND S STACY ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Daylight,,,13.0,From same direction - both going straight - both moving - rear-end,N,U,Unknown,8,Friday,January,,,,,,,,,,Other,-122.329056,47.582935,2025-01-10T08:37:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11141900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930923.pdf,,2025-01-10 08:37:00-08:00
Block,WEST SEATTLE BR EB BETWEEN ALASKAN WY VI NB ON RP AND DELRIDGE-W SEATTLE BR EB ON RP,,,1,Property Damage Only Collision,Other,2,0,0,1,0,0,0,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,N,Raining,Wet,Dawn,,Y,50.0,Fixed object,N,U,Unknown,5,Sunday,January,,,,,,,,,,Other,-122.351135,47.570942,2025-01-05T05:43:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\34260000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3926132.pdf,,2025-01-05 05:43:00-08:00
Intersection,28TH AVE NW AND NW 85TH ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Daylight,,,10.0,Entering at angle,N,U,Unknown,13,Sunday,February,,,,,,,,,,Other,-122.393,47.69057,2025-02-23T13:57:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33115500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930345.pdf,,2025-02-23 13:57:00-08:00
Block,4TH AVE S BETWEEN S FOREST ST AND S HANFORD ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dark - Street Lights On,,,15.0,From same direction - one left turn - one straight,N,U,Unknown,2,Wednesday,January,,,,,,,,,,Other,-122.329056,47.576653,2025-01-01T02:12:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11141900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3926005.pdf,,2025-01-01 02:12:00-08:00
Intersection,EASTLAKE AVE E AND MERCER ST,,,2,Injury Collision,Other,3,0,0,2,1,0,0,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dark - Street Lights On,,,23.0,From same direction - all others,N,U,Unknown,5,Friday,January,,,,,,,,,,Other,-122.32916,47.62428,2025-01-03T05:56:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11141700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3933836.pdf,,2025-01-03 05:56:00-08:00
Block,S ROYAL BROUGHAM WAY BETWEEN 5TH AVE S AND 6TH AVE S,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dark - Street Lights On,,,11.0,From same direction - both going straight - both moving - sideswipe,N,U,Unknown,18,Friday,January,,,,,,,,,,Other,-122.32668,47.592396,2025-01-03T18:43:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33143200.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3924360.pdf,,2025-01-03 18:43:00-08:00
Intersection,15TH AVE NE AND NE 50TH ST,,,1,Property Damage Only Collision,Right Turn,2,0,0,2,0,0,0,At Intersection (intersection related),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",N,Raining,Wet,Dark - Street Lights On,,,16.0,From same direction - one right turn - one straight,N,U,Unknown,18,Friday,February,,,,,,,,,,Other,-122.311935,47.664894,2025-02-14T18:20:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11161100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930251.pdf,,2025-02-14 18:20:00-08:00
Intersection,24TH AVE NW AND NW 63RD ST,,,2b,Serious Injury Collision,Angles,2,0,0,2,1,1,0,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Daylight,,,10.0,Entering at angle,N,U,Unknown,17,Thursday,May,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Other,-122.38759,47.67456,2025-05-15T17:52:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11147700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF95697.pdf,,2025-05-15 17:52:00-07:00
Intersection,LAKE CITY WAY NE AND RAVENNA WR AVE NE,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Dark - Street Lights On,,,28.0,From opposite direction - one left turn - one straight,N,U,Unknown,7,Friday,January,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.30574,47.69623,2025-01-10T07:04:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11115400.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF55796.pdf,,2025-01-10 07:04:00-08:00
Intersection,5TH AVE S AND S HOLGATE ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Dark - Street Lights On,,,10.0,Entering at angle,N,U,Unknown,20,Friday,March,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Other,-122.32754,47.586174,2025-03-14T20:58:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77115500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF94012.pdf,,2025-03-14 20:58:00-07:00
Intersection,M L KING JR WAY S AND S MASSACHUSETTS ST,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,N,Raining,Wet,Dark - Street Lights On,,,0.0,Vehicle going straight hits pedestrian,N,U,Unknown,7,Friday,January,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pedestrians,-122.29805,47.58831,2025-01-10T07:23:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11243171.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF57845.pdf,,2025-01-10 07:23:00-08:00
Intersection,NE 145TH ST AND 6TH AVE NE,,,1,Property Damage Only Collision,Left Turn,3,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Daylight,,,28.0,From opposite direction - one left turn - one straight,N,U,Unknown,10,Saturday,February,,,,,,,,,,Other,-122.32222,47.73404,2025-02-22T10:25:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33117100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF68214.pdf,,2025-02-22 10:25:00-08:00
Intersection,M L KING JR WR WAY S AND S HANFORD S ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dark - Street Lights On,,,14.0,From same direction - both going straight - one stopped - rear-end,N,U,Unknown,7,Friday,January,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Other,-122.29686,47.57457,2025-01-10T07:15:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11141900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF57844.pdf,,2025-01-10 07:15:00-08:00
Block,1ST AV S BR NB BETWEEN POINT B AND POINT A,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Daylight,,,14.0,From same direction - both going straight - one stopped - rear-end,N,U,Unknown,10,Sunday,February,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Other,-122.33412,47.542667,2025-02-16T10:03:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22142900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF67922.pdf,,2025-02-16 10:03:00-08:00
Intersection,1ST AVE NE AND NE 145TH ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Daylight,,,28.0,From opposite direction - one left turn - one straight,N,U,Unknown,13,Friday,January,,,,,,,,,,Other,-122.32888,47.734097,2025-01-31T13:10:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\76143900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF63326.pdf,,2025-01-31 13:10:00-08:00
Intersection,WILSON AVE S AND S ORCAS ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Daylight,,,11.0,From same direction - both going straight - both moving - sideswipe,N,U,Unknown,13,Thursday,January,,,,,,,,,,Other,-122.26586,47.55112,2025-01-16T13:35:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66146600.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF60851.pdf,,2025-01-16 13:35:00-08:00
Block,HARRISON ST BETWEEN TERRY AVE N AND BOREN AVE N,,,1,Property Damage Only Collision,Sideswipe,4,0,0,2,0,0,0,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",N,Raining,Wet,Dark - Street Lights On,,,11.0,From same direction - both going straight - both moving - sideswipe,N,U,Unknown,3,Sunday,February,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Other,-122.3365,47.622032,2025-02-09T03:04:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33163300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF65593.pdf,,2025-02-09 03:04:00-08:00
Intersection,5TH AVE NE AND NE 71ST ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Dark - Street Lights On,,,10.0,Entering at angle,N,U,Unknown,5,Friday,January,,,,,,,,,,Other,-122.32286,47.680164,2025-01-10T05:43:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66111100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF66012.pdf,,2025-01-10 05:43:00-08:00
Intersection,RAINIER AVE S AND S GENESEE N ST,,,2,Injury Collision,Angles,2,0,0,2,1,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Daylight,,,10.0,Entering at angle,N,U,Unknown,12,Wednesday,February,,,,,,,,,,Other,-122.28824,47.564274,2025-02-05T12:27:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\23114400.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF65798.pdf,,2025-02-05 12:27:00-08:00
Intersection,BOYLSTON AVE E AND E LYNN ST,,,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Dark - Street Lights On,,,28.0,From opposite direction - one left turn - one straight,N,U,Unknown,18,Friday,February,,,,,,,,,,Other,-122.32346,47.63973,2025-02-21T18:11:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55111800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF73203.pdf,,2025-02-21 18:11:00-08:00
Block,S GENESEE ST BETWEEN 43RD AVE S AND 45TH AVE S,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dusk,,,14.0,From same direction - both going straight - one stopped - rear-end,N,U,Unknown,16,Monday,February,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.27826,47.56409,2025-02-24T16:13:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33143900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF70366.pdf,,2025-02-24 16:13:00-08:00
Intersection,1ST AVE S AND S BRANDON ST,,,2,Injury Collision,Angles,2,0,0,2,1,0,0,At Intersection (intersection related),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,N,Raining,Wet,Dark - Street Lights On,,,10.0,Entering at angle,N,U,Unknown,1,Monday,February,,,,,,,,,,Other,-122.33421,47.554165,2025-02-17T01:57:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\34280000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF70410.pdf,,2025-02-17 01:57:00-08:00
